steps,winnings
2500,-26063.0
5000,-23262.0
7500,-29256.0
10000,-26986.0
12500,-20766.5
15000,-20310.0
17500,-19863.0
20000,-19581.5
22500,-18710.0
25000,-22440.5
27500,-15732.5
30000,-18170.0
32500,-16738.0
35000,-15213.0
37500,-14971.5
40000,-15510.0
42500,-13213.5
45000,-9949.0
47500,-14567.5
50000,-10568.5
52500,-11224.0
55000,-9778.5
57500,-7005.5
60000,-6902.5
62500,-10497.0
65000,-7810.5
67500,-6383.5
70000,-5146.0
72500,-4600.5
75000,-7413.5
77500,-4801.5
80000,-3954.0
82500,-6160.0
85000,-105.0
87500,-4385.0
90000,-3711.5
92500,-3984.5
95000,-2966.5
97500,-3482.5
100000,1302.0
102500,-2900.5
105000,-2192.5
107500,-3868.0
110000,-1232.5
112500,-5566.5
115000,-381.5
117500,-168.0
120000,-2179.5
