steps,winnings
2500,15717.5
5000,15748.5
7500,12039.5
10000,13203.5
12500,12985.0
15000,10558.5
17500,10261.0
20000,11351.5
22500,8856.0
25000,13526.0
27500,6583.5
30000,6276.5
32500,5839.5
35000,6640.0
37500,8197.5
40000,5322.0
42500,5996.0
45000,5169.5
47500,5194.0
50000,2774.0
52500,1323.5
55000,3796.0
57500,7058.0
60000,1946.0
62500,1071.0
65000,3871.0
67500,2851.5
70000,4184.5
72500,-587.5
75000,892.5
77500,807.0
80000,3466.0
82500,2243.0
85000,-1333.0
87500,2430.0
90000,1870.5
92500,65.5
95000,1366.0
97500,-2809.5
100000,775.5
102500,-1063.5
105000,259.5
107500,1455.5
110000,65.0
112500,-202.0
115000,1360.0
117500,-708.0
