steps,winnings
2500,-1728.0
5000,3024.0
7500,-1920.0
10000,-1872.0
12500,4464.0
15000,-714.0
17500,3024.0
20000,-2352.0
22500,2400.0
25000,1968.0
27500,-28.0
30000,-154.0
32500,154.0
35000,-238.0
37500,2640.0
40000,-1200.0
42500,1248.0
45000,336.0
47500,-624.0
50000,-602.0
52500,14.0
55000,-770.0
57500,1776.0
60000,-378.0
62500,1296.0
65000,528.0
67500,266.0
70000,-1728.0
72500,-154.0
75000,952.0
77500,-1918.0
80000,1680.0
82500,-1176.0
85000,-672.0
87500,1488.0
90000,406.0
92500,-3264.0
95000,-3120.0
97500,-1488.0
100000,-2282.0
102500,-864.0
105000,-48.0
107500,-126.0
110000,3792.0
112500,-630.0
115000,350.0
117500,-4608.0
120000,1680.0
