steps,winnings
2500,-2544.0
5000,-3456.0
7500,-1728.0
10000,2448.0
12500,-432.0
15000,140.0
17500,144.0
20000,4416.0
22500,2592.0
25000,-5088.0
27500,322.0
30000,-1582.0
32500,182.0
35000,294.0
37500,720.0
40000,-4704.0
42500,48.0
45000,98.0
47500,-480.0
50000,1624.0
52500,798.0
55000,-126.0
57500,-1152.0
60000,-84.0
62500,3456.0
65000,672.0
67500,938.0
70000,-2592.0
72500,112.0
75000,-2030.0
77500,-98.0
80000,-336.0
82500,-224.0
85000,-2880.0
87500,1440.0
90000,1442.0
92500,3024.0
95000,-2064.0
97500,-768.0
100000,602.0
102500,1152.0
105000,96.0
107500,658.0
110000,-1824.0
112500,-210.0
115000,-700.0
117500,-144.0
120000,2688.0
