steps,winnings
2500,-27355.5
5000,-27739.5
7500,-24436.0
10000,-23602.5
12500,-21132.0
15000,-17667.5
17500,-18776.0
20000,-18391.0
22500,-21464.5
25000,-23284.0
27500,-21704.5
30000,-20893.0
32500,-10455.5
35000,-12610.0
37500,-17398.0
40000,-12424.0
42500,-15011.0
45000,-9497.5
47500,-14430.5
50000,-10734.5
52500,-8671.5
55000,-10864.0
57500,-7412.5
60000,-8626.5
62500,-9350.5
65000,-8678.5
67500,-9429.5
70000,-3423.5
72500,-7523.5
75000,-7546.0
77500,-3724.0
80000,-2641.0
82500,-8188.5
85000,-326.5
87500,-3863.5
90000,-5414.5
92500,-8702.5
95000,-2569.0
97500,-4274.0
100000,1820.5
102500,-1674.0
105000,-1990.5
107500,-1165.5
110000,-966.0
112500,-4265.0
115000,-2577.0
117500,-2272.0
120000,970.0
